FFT Spectrogram,aEEG,Spike Detections (count per 10 sec),Spike Detections (count per sec),Suppression Ratio,aEEG+ (0.16 - 25Hz)
0.7873363250000001,0.7768965,0.0,0.0,84.17805,8.164421
0.7873363250000001,0.9690036,0.0,0.0,84.17805,6.130643
0.7873363250000001,4.918934,1.0,0.5,80.271,16.641938
0.7873363250000001,19.82366,1.0,0.5,80.271,56.61579999999999
0.7873363250000001,14.841351,1.0,0.0,80.271,48.53802
0.7873363250000001,3.96312,1.0,0.0,80.271,38.80507
0.7873363250000001,1.2924831,1.0,0.0,80.271,26.563499999999998
0.7873363250000001,0.8949490000000001,1.0,0.0,80.271,14.504432000000001
0.27716415000000005,0.7988021,1.0,0.0,80.271,9.473149
0.27716415000000005,0.8623974000000001,1.0,0.0,80.271,8.322753
0.27716415000000005,0.9190743,1.0,0.0,80.271,8.467317
0.27716415000000005,0.9273187999999999,1.0,0.0,80.271,9.718839
0.27716415000000005,1.0306324999999998,0.0,0.0,79.10804999999999,8.643043
0.27716415000000005,0.8605478,0.0,0.0,79.10804999999999,5.710558
0.27716415000000005,1.2087509,0.0,0.0,79.10804999999999,8.588536000000001
0.27716415000000005,1.2016493000000001,0.0,0.0,79.10804999999999,11.379003
0.27348846250000003,1.1100018999999999,0.0,0.0,79.10804999999999,11.81706
0.27348846250000003,1.0543092,0.0,0.0,79.10804999999999,12.283864000000001
0.27348846250000003,0.8610819000000001,0.0,0.0,79.10804999999999,12.114253999999999
0.27348846250000003,1.0591357000000001,0.0,0.0,79.10804999999999,10.63058
0.27348846250000003,1.0488056000000001,0.0,0.0,79.10804999999999,8.28951
0.27348846250000003,0.7729054,0.0,0.0,79.10804999999999,8.056723
0.27348846250000003,0.6987977000000001,0.0,0.0,79.3685,7.490726
0.27348846250000003,0.7913379,0.0,0.0,79.3685,7.89667
0.288465075,0.8751991,0.0,0.0,79.3685,7.7368950000000005
0.288465075,1.1154454999999999,0.0,0.0,79.3685,8.751415
0.288465075,0.9490983,0.0,0.0,79.3685,9.465637
0.288465075,0.7589527,0.0,0.0,79.3685,6.500776
0.288465075,0.6540131,0.0,0.0,79.3685,6.021941
0.288465075,0.9986115000000001,0.0,0.0,79.3685,7.541923
0.288465075,0.9710669,0.0,0.0,79.3685,7.3810579999999995
0.288465075,0.9131209,0.0,0.0,79.3685,11.982266
0.288021175,1.1870436,0.0,0.0,79.9756,16.661466
0.288021175,0.8992813,0.0,0.0,79.9756,11.472912
0.288021175,1.1106731,0.0,0.0,79.9756,10.466411
0.288021175,1.0204005999999999,0.0,0.0,79.9756,8.232448999999999
0.288021175,0.7886496000000001,0.0,0.0,79.9756,6.759109
0.288021175,0.8877565,0.0,0.0,79.9756,7.99808
0.288021175,1.0897196,0.0,0.0,79.9756,11.309603
0.288021175,1.1064178,0.0,0.0,79.9756,9.213229
0.27206141250000004,1.3421415,0.0,0.0,79.9756,8.965002
0.27206141250000004,1.1048168999999999,0.0,0.0,79.9756,9.852356
0.27206141250000004,0.7398068,0.0,0.0,79.4832,6.624188999999999
